name,category,source,match_status,amap_uid,amap_name,amap_type,amap_typecode,amap_address,amap_adname,old_lng,old_lat,amap_lng,amap_lat,coord_transform,drift_m,drift_flag,amap_rating,amap_cost,old_address,n_candidates
森工总局平山旅游区-皇家鹿苑,景点,amap,exact,B0FFG8YYRA,森工总局平山旅游区-皇家鹿苑,风景名胜;公园广场;动物园,110102,平山镇林场建成区,阿城区,127.361024,45.304368,127.361024,45.304368,identity,0.0,False,,,平山镇林场建成区,10
毛主席宝像传奇,景点,amap,exact,B0FFMBRJM2,毛主席宝像传奇,风景名胜;风景名胜相关;旅游景点,110000,上海街与爱建路交叉口,道里区,126.601982,45.761885,126.601982,45.761885,identity,0.0,False,,,上海街与爱建路交叉口,1
松松小镇(乐松购物广场店),景点,amap,exact,B0FFFTSFOM,松松小镇(乐松购物广场店),体育休闲服务;休闲场所;游乐场,080501,三大动力路8号乐松广场3层,香坊区,126.648224,45.719727,126.648224,45.719727,identity,0.0,False,,,三大动力路8号乐松广场3层,4
黑龙江省地质博物馆(暂停开放),景点,amap,exact,B01C30HWIP,黑龙江省地质博物馆(暂停开放),科教文化服务;博物馆;博物馆,140100,红旗大街263号,香坊区,126.696151,45.744661,126.696151,45.744661,identity,0.0,False,,,红旗大街263号,1
哈尔滨市南岗博物馆,景点,amap,exact,B0FFG7QZH2,哈尔滨市南岗博物馆,科教文化服务;博物馆;博物馆,140100,花园街道联发街1号,南岗区,126.640936,45.75273,126.640936,45.75273,identity,0.0,False,,,花园街道联发街1号,10
刘少奇革命活动旧址,景点,amap,exact,B0FFF69B22,刘少奇革命活动旧址,风景名胜;风景名胜相关;旅游景点,110000,河广街15号,道里区,126.605241,45.755287,126.605241,45.755287,identity,0.0,False,,,河广街15号,1
海豚堡水乐园,景点,amap,exact,B0HRYZFHC8,海豚堡水乐园,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,先锋路2号,道外区,126.758141,45.773263,126.758141,45.773263,identity,0.0,False,,,先锋路2号,5
黑龙江哈尔滨阿勒锦岛国家湿地公园,景点,amap,exact,B0FFGLQWEL,黑龙江哈尔滨阿勒锦岛国家湿地公园,风景名胜;公园广场;公园,110101,松浦大桥附近,松北区,126.656215,45.806681,126.656215,45.806681,identity,0.0,False,,,松浦大桥附近,3
雪境滑雪场(哈尔滨体育学院教学训练基地),景点,amap,exact,B0L0HUQCGA,雪境滑雪场(哈尔滨体育学院教学训练基地),体育休闲服务;运动场馆;运动场所,080100,帽儿山镇(哈尔滨体育学院二校区),尚志市,127.512259,45.269991,127.512259,45.269991,identity,0.0,False,,,帽儿山镇(哈尔滨体育学院二校区),1
太阳岛绿色运动公园,景点,amap,exact,B0K0OUNM7X,太阳岛绿色运动公园,风景名胜;公园广场;公园,110101,雪乡街与冰峰路交叉口南260米,松北区,126.573242,45.772225,126.573242,45.772225,identity,0.0,False,,,雪乡街与冰峰路交叉口南260米,1
江畔公园,景点,amap,exact,B01C30IACX,江畔公园,风景名胜;公园广场;公园,110101,江畔路沿线,道外区,126.634534,45.786488,126.634534,45.786488,identity,0.0,False,,,江畔路沿线,10
尚志公园,景点,amap,exact,B01C30HQ1R,尚志公园,风景名胜;公园广场;公园,110101,公滨路478号,香坊区,126.683051,45.726699,126.683051,45.726699,identity,0.0,False,,,公滨路478号,10
音乐主题广场,景点,amap,exact,B0FFFWE6KX,音乐主题广场,风景名胜;公园广场;城市广场,110105,哈尔滨音乐公园,道里区,126.548512,45.749015,126.548512,45.749015,identity,0.0,False,,,哈尔滨音乐公园,8
iTA家庭育乐成长中心(银泰城店),景点,amap,exact,B0JGGNLPT5,iTA家庭育乐成长中心(银泰城店),体育休闲服务;休闲场所;游乐场,080501,群力大道2399号银泰城购物中心F1层,道里区,126.539258,45.735485,126.539258,45.735485,identity,0.0,False,,,群力大道2399号银泰城购物中心F1层,1
萧红故居,景点,amap,exact,B0FFH0560U,萧红故居,风景名胜;风景名胜;纪念馆,110204,萧红大道226号,呼兰区,126.607396,45.975832,126.607396,45.975832,identity,0.0,False,,,萧红大道226号,10
7天连锁酒店(哈尔滨承德广场巴洛克景区店),景点,amap,exact,B01C30J4Q1,7天连锁酒店(哈尔滨承德广场巴洛克景区店),住宿服务;宾馆酒店;经济型连锁酒店,100105,景阳街248号,道外区,126.639869,45.776984,126.639869,45.776984,identity,0.0,False,,,景阳街248号,1
凯旋广场,景点,amap,exact,B0FFG7QZRZ,凯旋广场,商务住宅;住宅区;住宅小区,120302,动源街5号,香坊区,126.645401,45.720495,126.645401,45.720495,identity,0.0,False,,,动源街5号,10
五常市建设大街步行街(五常一百店),景点,amap,exact,B01C317D9P,五常市建设大街步行街(五常一百店),购物服务;特色商业街;步行街,061001,建设街,五常市,127.163656,44.917252,127.163656,44.917252,identity,0.0,False,,,建设街,10
2026香坊冰雪嘉年华,景点,amap,exact,B0M6LH4PQS,2026香坊冰雪嘉年华,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,公滨路与香福路交叉口向西北260米,香坊区,126.758197,45.721853,126.758197,45.721853,identity,0.0,False,,,公滨路与香福路交叉口向西北260米,1
中国-上海合作组织冰雪体育示范区群众冰雪体育运动基地(暂停营业),景点,amap,exact,B0LB5S28SB,中国-上海合作组织冰雪体育示范区群众冰雪体育运动基地(暂停营业),体育休闲服务;运动场馆;运动场所,080100,剧院一路与滨水大道交叉口大剧院西侧,松北区,126.579725,45.806525,126.579725,45.806525,identity,0.0,False,,,剧院一路与滨水大道交叉口大剧院西侧,1
哈尔滨世纪汽车历史博物馆,景点,amap,exact,B0FFF043W4,哈尔滨世纪汽车历史博物馆,科教文化服务;博物馆;博物馆,140100,堡旭大道,双城区,126.34727,45.389267,126.34727,45.389267,identity,0.0,False,,,堡旭大道,1
时代广场,景点,amap,exact,B01C30JKJI,时代广场,商务住宅;住宅区;住宅小区,120302,哈尔滨市经济开发区南岗集中区(香山路与浦江路交汇处),南岗区,126.693049,45.752462,126.693049,45.752462,identity,0.0,False,,,哈尔滨市经济开发区南岗集中区(香山路与浦江路交汇处),10
哈尔滨印象城A座,景点,amap,exact,B0L1DUU3UI,哈尔滨印象城A座,购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,哈尔滨印象城,道里区,126.616249,45.779588,126.616249,45.779588,identity,0.0,False,,,哈尔滨印象城,10
哈尔滨冰雪文化博物馆,景点,amap,exact,B0J24SWEJB,哈尔滨冰雪文化博物馆,科教文化服务;博物馆;博物馆,140100,松花路9号中国云谷园区内A2号楼,香坊区,126.636679,45.627163,126.636679,45.627163,identity,0.0,False,,,松花路9号中国云谷园区内A2号楼,4
哈尔滨中央大街卓澜酒店,景点,amap,exact,B0G0DZ7M7N,哈尔滨中央大街卓澜酒店,住宿服务;宾馆酒店;宾馆酒店,100100,安德街61号,道里区,126.611953,45.759728,126.611953,45.759728,identity,0.0,False,,,安德街61号,3
亚布力雲枫酒店,景点,amap,exact,B0K07ZKKW9,亚布力雲枫酒店,住宿服务;宾馆酒店;宾馆酒店,100100,金牌大道108号,尚志市,128.483902,44.788935,128.483902,44.788935,identity,0.0,False,,,金牌大道108号,1
枫叶小镇温泉酒店·宴会厅,景点,amap,exact,B0G3PZRYV8,枫叶小镇温泉酒店·宴会厅,餐饮服务;餐饮相关场所;餐饮相关,050000,智谷三街5555号,松北区,126.467084,45.825019,126.467084,45.825019,identity,0.0,False,,,智谷三街5555号,1
地下购物广场(哈尔滨中央大街店),景点,amap,exact,B0H6XPVAYT,地下购物广场(哈尔滨中央大街店),购物服务;超级市场;超市,060400,中央大街1号哈尔滨中央大街,道里区,126.622932,45.770822,126.622932,45.770822,identity,0.0,False,,,中央大街1号哈尔滨中央大街,4
侵华日军第七三一部队罪证陈列馆,景点,amap,exact,B0FFG2DWSV,侵华日军第七三一部队罪证陈列馆,风景名胜;风景名胜;红色景区|科教文化服务;展览馆;展览馆,110210|140200,新疆大街23号(地铁1号线新疆大街站2号口出站),平房区,126.639431,45.608868,126.639431,45.608868,identity,0.0,False,,,新疆大街23号(地铁1号线新疆大街站2号口出站),7
群力国家城市湿地公园,景点,amap,exact,B01C31883F,群力国家城市湿地公园,风景名胜;公园广场;公园,110101,群力第六大道与丽江路交汇附近,道里区,126.552371,45.728646,126.552371,45.728646,identity,0.0,False,,,群力第六大道与丽江路交汇附近,10
激情广场-哈尔滨天主教堂,景点,amap,exact,B0FFGERXES,激情广场-哈尔滨天主教堂,风景名胜;风景名胜;教堂,110206,士课街47号,南岗区,126.659418,45.751174,126.659418,45.751174,identity,0.0,False,,,士课街47号,6
九站公园,景点,amap,exact,B01C3059DJ,九站公园,风景名胜;公园广场;公园,110101,九站街1号,道里区,126.598557,45.770097,126.598557,45.770097,identity,0.0,False,,,九站街1号,10
乐滑雪具(群力店),景点,amap,exact,B0LGYS1EN9,乐滑雪具(群力店),购物服务;专卖店;专营店,061200,群力第五大道恒祥空间4号楼4-2门市,道里区,126.531891,45.72619,126.531891,45.72619,identity,0.0,False,,,群力第五大道恒祥空间4号楼4-2门市,1
圣·伊维尔教堂,景点,amap,exact,B0FFFYU3D7,圣·伊维尔教堂,风景名胜;风景名胜;教堂,110206,哈尔滨站北广场(东北角),南岗区,126.629956,45.763385,126.629956,45.763385,identity,0.0,False,,,哈尔滨站北广场(东北角),1
靖宇公园,景点,amap,exact,B01C302891,靖宇公园,风景名胜;公园广场;公园,110101,北二十道街136号(近礼化街),道外区,126.663404,45.791831,126.663404,45.791831,identity,0.0,False,,,北二十道街136号(近礼化街),10
大雪人奇遇乐园(暂停营业),景点,amap,exact,B0KK27671X,大雪人奇遇乐园(暂停营业),体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,友谊西路2950号,道里区,126.55885,45.750214,126.55885,45.750214,identity,0.0,False,,,友谊西路2950号,1
侵华日军第731部队遗址第二保护区,景点,amap,exact,B01C317C67,侵华日军第731部队遗址第二保护区,风景名胜;风景名胜;风景名胜,110200,新疆街派出所东侧,平房区,126.63385,45.610616,126.63385,45.610616,identity,0.0,False,,,新疆街派出所东侧,3
革新教堂大舞台,景点,amap,exact,B0FFH2TVQA,革新教堂大舞台,体育休闲服务;影剧院;剧场,080603,士课街47号激情广场-哈尔滨天主教堂(东北角),南岗区,126.659547,45.751264,126.659547,45.751264,identity,0.0,False,,,士课街47号激情广场-哈尔滨天主教堂(东北角),1
群力外滩生态湿地,景点,amap,exact,B0FFJRWT8N,群力外滩生态湿地,风景名胜;公园广场;公园,110101,工农街道星光耀广场,道里区,126.540273,45.755922,126.540273,45.755922,identity,0.0,False,,,工农街道星光耀广场,10
哈尔滨融创文旅城,景点,amap,exact,B0FFKLBXOY,哈尔滨融创文旅城,风景名胜;风景名胜相关;旅游景点,110000,丰源街与世茂大道交汇处,松北区,126.499179,45.807403,126.499179,45.807403,identity,0.0,False,,,丰源街与世茂大道交汇处,10
卓立游泳健身,景点,baidu,exact,B0I1054NGM,卓立游泳健身(暂停营业),体育休闲服务;运动场馆;健身中心,080111,中山路254号地下一层,南岗区,126.644743,45.7498627,126.650908,45.751715,wgs84_to_gcj02,18.8,False,,,中山路254号毛线市场负一层,1
有机狗26小时共享健身(国润家饰城店),景点,baidu,exact,B0KDJY9NEH,有机狗26小时共享健身(国润家饰城店),体育休闲服务;运动场馆;健身中心,080111,国润家饰城8号门五楼,南岗区,126.6058497,45.7028474,126.611696,45.704699,wgs84_to_gcj02,9.5,False,,,国润家饰城5楼,1
素水少儿游泳中心(花园街店),景点,baidu,exact,B0IU7SGWG1,素水少儿游泳中心(花园街店),体育休闲服务;运动场馆;游泳馆,080110,美禾大厦西北门旁,南岗区,126.643815,45.7574286,126.649936,45.759305,wgs84_to_gcj02,14.3,False,,,阿什河街10号花园街交叉口,1
哈南市民健身广场,景点,baidu,exact,B0FFFZJRHP,哈南市民健身广场,体育休闲服务;运动场馆;户外健身场所,080108,新疆头道街与新友街交叉口西100米,平房区,126.6193112,45.6034148,126.625301,45.605336,wgs84_to_gcj02,7.8,False,,,新疆头道街与新友街交叉口西100米,1
宇天台球会馆,景点,baidu,exact,B0G37H79O5,宇天台球会馆,体育休闲服务;运动场馆;台球厅,080113,哈尔滨大街649号二楼,南岗区,126.5814662,45.6918099,126.587378,45.693717,wgs84_to_gcj02,3.0,False,,,哈尔滨大街649号二楼,10
峻申乔氏台球俱乐部,景点,baidu,exact,B0G2V7KAQ0,峻申乔氏台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,安国街241-1号,道里区,126.6027153,45.7548611,126.608671,45.756893,wgs84_to_gcj02,13.7,False,,,安国街241-1号,1
丧尸主题公园(世界欢乐城店),景点,baidu,exact,B0FFLF918M,丧尸主题公园(世界欢乐城店),体育休闲服务;娱乐场所;娱乐场所,080300,利民开发区学院路美术家大街林达外语城4-102,呼兰区,126.5317051,45.8782325,126.541244,45.882777,wgs84_to_gcj02,393.0,False,,,宜春路哈尔滨林达外语城,1
KKT拳击格斗俱乐部(群力星光耀店),景点,baidu,exact,B0FFIJ4ANQ,KKT拳击格斗俱乐部,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,香坊大街街道香顺街39-5邮电小区院内,香坊区,126.5238793,45.7301103,126.678821,45.728026,wgs84_to_gcj02,11564.1,True,,,群力大道3509号星光耀广场二期B座门市二楼,10
岔林湖公园,景点,baidu,exact,B0MU3ANWU7,岔林湖公园,风景名胜;公园广场;公园,110101,通河镇,通河县,128.7458489,45.9802769,128.752194,45.981499,wgs84_to_gcj02,102.4,False,,,哈尔滨市通河县云燕街与榆树街交口处,2
常见乔氏台球俱乐部,景点,baidu,exact,B0J2VHJAQ2,常见乔氏台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,果戈里大街100号,南岗区,126.6532667,45.7501675,126.659348,45.75221,wgs84_to_gcj02,10.3,False,,,果戈里大街100号,1
乔氏台球(阳光印象店),景点,baidu,exact,B0I3Z5WDUM,乔氏台球(阳光印象店),体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,工农大街136号阳光印象小区,道里区,126.561219,45.7213145,126.567167,45.723264,wgs84_to_gcj02,0.1,False,,,工农大街136号二楼（阳光印象小区）,1
辉煌台球俱乐部(黄河路店),景点,baidu,exact,B0J2PM5EBF,辉煌台球俱乐部(黄河路店),体育休闲服务;运动场馆;台球厅,080113,黄河路与红旗大街交叉口西南80米,南岗区,126.6887309,45.7530478,126.694999,45.755133,wgs84_to_gcj02,14.3,False,,,黄河路188-25号,1
火烈鸟平衡车俱乐部(群力店),景点,baidu,exact,B0HUL555TZ,火烈鸟平衡车俱乐部(群力银泰城店),购物服务;体育用品店;体育用品店,060900,银泰城购物中心四楼(博纳影城入口),道里区,126.5333535,45.7344061,126.539375,45.736425,wgs84_to_gcj02,1.9,False,,,工农街道丽江路银泰城购物中心4楼4064号,2
卡卡拳击格斗俱乐部(新阳路店),景点,baidu,exact,B0KRPUWYTA,卡卡拳击格斗俱乐部,体育休闲服务;运动场馆;运动场所,080100,建议街8号,道里区,126.5992036,45.7468679,126.605091,45.748803,wgs84_to_gcj02,2.9,False,,,黑龙江省哈尔滨市道里区建议街8号,1
松武馆,景点,baidu,exact,B0JGMZ7JWZ,松武馆,体育休闲服务;运动场馆;运动场所,080100,恒大珺庭2号楼,南岗区,126.569431,45.69322,126.575391,45.695167,wgs84_to_gcj02,2.6,False,,,王岗镇中兴左街117-2号恒大珺庭2栋7门2层,5
素水游泳中心(新阳路店),景点,baidu,exact,B0JAXR4EVC,素水游泳中心(新阳路店),体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,新阳路504号负一层,道里区,126.5959658,45.7413277,126.601995,45.743359,wgs84_to_gcj02,15.9,False,,,新阳路504号负一层,2
维也纳台球会所,景点,baidu,exact,B0H1OHQX8D,维也纳台球会所,体育休闲服务;运动场馆;台球厅,080113,同江街20号(哈工大地铁站3号口步行370米),南岗区,126.6224489,45.7395472,126.628312,45.741519,wgs84_to_gcj02,6.9,False,,,同江街20号（哈工大地铁站3号口步行370米）,1
力龙体育(大庆副路店),景点,baidu,exact,B01C30KCSI,力龙体育(电塔家园店)(装修中),科教文化服务;学校;学校|购物服务;专卖店;专营店,141200|061200,三合路151号电塔家园,香坊区,126.6615961,45.7112147,126.66767,45.713151,wgs84_to_gcj02,8.2,False,,,黑龙江省哈尔滨市香坊区大庆副路38-4号,1
乐渔台球俱乐部,景点,baidu,exact,B0HRT77XQ2,乐渔台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,世林路915号,松北区,126.4905334,45.8052819,126.496921,45.80742,wgs84_to_gcj02,12.8,False,,,世林路915号,2
成悦瑜伽,景点,baidu,exact,B0I1RD3VBY,成悦瑜伽,体育休闲服务;运动场馆;健身中心,080111,乐山路与赤水路交叉口南120米,香坊区,126.6918177,45.7414737,126.697924,45.743521,wgs84_to_gcj02,0.3,False,,,红旗大街汉水路交口科技公寓405,1
理工游泳馆,景点,baidu,exact,B0FFKTVP3N,理工游泳馆,体育休闲服务;运动场馆;游泳馆,080110,学府三道街33号,南岗区,126.6147606,45.7112747,126.62076,45.713303,wgs84_to_gcj02,12.8,False,,,学府三道街33号,2
中国人民解放军第四野战军纪念馆,景点,amap,exact,B01C30IED8,中国人民解放军第四野战军纪念馆,风景名胜;风景名胜;红色景区,110210,花园大街273号,双城区,126.314432,45.375025,126.314432,45.375025,identity,0.0,False,,,花园大街273号,4
赵一曼纪念园,景点,amap,exact,B01C3178IP,赵一曼纪念园,风景名胜;风景名胜;纪念馆,110204,长寿乡赵一曼,尚志市,127.8078,45.307422,127.8078,45.307422,identity,0.0,False,,,长寿乡赵一曼,10
净土寺,景点,amap,exact,B0FFGA8RUA,净土寺,风景名胜;风景名胜;寺庙道观,110205,平房镇松花路69号,平房区,126.588228,45.579009,126.588228,45.579009,identity,0.0,False,,,平房镇松花路69号,4
海澜之家(哈尔滨哈西万达广场店),景点,amap,exact,B0FFHLPYQU,海澜之家(哈尔滨哈西万达广场店),购物服务;服装鞋帽皮具店;品牌服装店,061101,"中兴大道168号万达广场(哈尔滨哈西店)2F层2102/2103(3号门进入直行40m,扶梯上到2F可见)",南岗区,126.587952,45.700274,126.587952,45.700274,identity,0.0,False,,,中兴大道168号万达广场(哈尔滨哈西店)2F层2102/2103,1
凯乐石KAILAS(杉杉奥特莱斯广场·哈尔滨店),景点,amap,exact,B0I2K5H2KY,凯乐石KAILAS(杉杉奥特莱斯广场·哈尔滨店),购物服务;体育用品店;户外用品,060907,学院路555号杉杉奥特莱斯二层B2100-B20300,呼兰区,126.557676,45.876498,126.557676,45.876498,identity,0.0,False,,,学院路555号杉杉奥特莱斯二层B24000,1
霜雪滑雪场(暂停营业),景点,amap,exact,B01C317FFG,霜雪滑雪场(暂停营业),体育休闲服务;运动场馆;滑雪场,080106,西山屯高速公路玉泉出口左拐3公里,阿城区,127.139248,45.418119,127.139248,45.418119,identity,0.0,False,,,西山屯高速公路玉泉出口左拐3公里,1
老街称盘麻辣烫(润达国际店),景点,amap,exact,B0JU41D6BB,老街称盘麻辣烫(润达国际店),餐饮服务;中餐厅;火锅店,050117,东直路118号百盛购物中心道外区太平桥店B1层,道外区,126.676962,45.784121,126.676962,45.784121,identity,0.0,False,,,东直路118号百盛购物中心道外区太平桥店B1层,1
亚布力滑雪(微澜美宿店),景点,amap,exact,B0L2JZ5RQR,亚布力滑雪(微澜美宿店),体育休闲服务;运动场馆;运动场所,080100,亚布力镇大青山村青顶子屯,尚志市,128.50467,44.79471,128.50467,44.79471,identity,0.0,False,,,亚布力镇大青山村青顶子屯,3
亚布力滑雪场,景点,amap,exact,B0LKO7HECP,亚布力滑雪场,住宿服务;住宿服务相关;住宿服务相关,100000,亚布力镇青山村青顶子屯1号,尚志市,128.517304,44.826862,128.517304,44.826862,identity,0.0,False,,,亚布力镇青山村青顶子屯1号,10
哈尔滨冰雪乐园(暂停营业),景点,amap,exact,B01C31B60U,哈尔滨冰雪乐园(暂停营业),体育休闲服务;运动场馆;滑雪场,080106,九站公园内江上体育活动指导中心,道里区,126.601907,45.774771,126.601907,45.774771,identity,0.0,False,,,九站公园内江上体育活动指导中心,10
哈尔滨啤酒博物馆,景点,amap,exact,B0FFFHY5MJ,哈尔滨啤酒博物馆,科教文化服务;博物馆;博物馆,140100,哈啤路9号,平房区,126.720769,45.594979,126.720769,45.594979,identity,0.0,False,,,哈啤路9号,2
亚布力雪都滑雪度假中心(暂停营业),景点,amap,exact,B0GKGH7ZZN,亚布力雪都滑雪度假中心(暂停营业),体育休闲服务;运动场馆;滑雪场,080106,亚布力镇大青山村,尚志市,128.50489,44.803241,128.50489,44.803241,identity,0.0,False,,,亚布力镇大青山村,1
建设街步行街,景点,amap,exact,B0FFJKUFIO,建设街步行街,购物服务;特色商业街;步行街|地名地址信息;交通地名;道路名,061001|190301,建设街67号(博物馆地铁站4号口步行230米),南岗区,126.642005,45.760853,126.642005,45.760853,identity,0.0,False,,,建设街67号(博物馆地铁站4号口步行230米),10
常林湾温泉水汇,景点,amap,exact,B0L1S1RD65,常林湾温泉水汇,生活服务;洗浴推拿场所;洗浴推拿场所,071400,拉林镇西黄村西门外屯常林湾温泉酒店,五常市,126.860125,45.233575,126.860125,45.233575,identity,0.0,False,,,拉林镇西黄村西门外屯常林湾温泉酒店,2
哈尔滨高丽一条街,景点,amap,exact,B01C30HTYB,哈尔滨高丽一条街,购物服务;特色商业街;特色商业街,061000,延福街与苏顺胡同交叉口,香坊区,126.698184,45.727315,126.698184,45.727315,identity,0.0,False,,,延福街与苏顺胡同交叉口,10
亚布力雪龙度假山庄,景点,amap,exact,B0FFHIF10A,亚布力雪龙度假山庄,体育休闲服务;度假疗养场所;度假疗养场所,080400,亚布力滑雪旅游度假区大青山村98号,尚志市,128.499153,44.795768,128.499153,44.795768,identity,0.0,False,,,亚布力滑雪旅游度假区大青山村98号,1
犹太商人索斯金故居,景点,amap,exact,B01C31APBG,犹太商人索斯金故居,风景名胜;风景名胜;纪念馆,110204,经纬四道街30号,道里区,126.617409,45.766396,126.617409,45.766396,identity,0.0,False,,,经纬四道街30号,1
呼兰河口湿地冰雪乐园,景点,amap,exact,B0JK15IPF9,呼兰河口湿地冰雪乐园,体育休闲服务;运动场馆;运动场所,080100,呼兰河口湿地公园,呼兰区,126.737158,45.939154,126.736201,45.937597,identity,188.3,False,,,呼兰河口湿地公园,1
雪韵假日精选酒店(亚布力新体委滑雪场店)(暂停营业),景点,amap,exact,B0FFJ5B0WC,雪韵假日精选酒店(亚布力新体委滑雪场店)(暂停营业),住宿服务;宾馆酒店;宾馆酒店,100100,金牌大道84号,尚志市,128.458213,44.775757,128.458213,44.775757,identity,0.0,False,,,金牌大道84号,1
云鼎宾馆,景点,amap,exact,B01C317EMR,云鼎宾馆,住宿服务;宾馆酒店;三星级宾馆,100104,金牌大道亚布力滑雪场内(国家森林公园医院南500米),尚志市,128.483939,44.788817,128.483939,44.788817,identity,0.0,False,,,金牌大道亚布力滑雪场内(国家森林公园医院南500米),10
雪韵假日精选酒店(亚布力滑雪旅游度假区店),景点,amap,exact,B0K0RAOGZM,雪韵假日精选酒店(亚布力滑雪旅游度假区店),住宿服务;宾馆酒店;宾馆酒店,100100,亚布力镇金牌大道84号,尚志市,128.482775,44.789575,128.482775,44.789575,identity,0.0,False,,,亚布力镇金牌大道84号,3
省委广场,景点,amap,exact,B01C30KE89,省委广场,风景名胜;公园广场;城市广场,110105,吉林街与花园街交叉口南50米,南岗区,126.650515,45.760803,126.650515,45.760803,identity,0.0,False,,,吉林街与花园街交叉口南50米,10
外滩雪人码头大雪人(暂停开放),景点,amap,exact,B0JK3CAGFM,外滩雪人码头大雪人(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,友谊西路与上江街交口外滩雪人码头,道里区,126.572328,45.753162,126.572328,45.753162,identity,0.0,False,,,友谊西路与上江街交叉口北100米,1
世纪广场,景点,amap,exact,B01C3012C4,世纪广场,商务住宅;住宅区;住宅小区,120302,顺益街21-25号,南岗区,126.6842,45.751366,126.6842,45.751366,identity,0.0,False,,,顺益街21-25号,10
大顶子山温泉度假村,景点,amap,exact,B0FFHDPKBJ,大顶子山温泉度假村,体育休闲服务;度假疗养场所;度假村|体育休闲服务;娱乐场所;娱乐场所|风景名胜;风景名胜相关;旅游景点,080401|080300|110000,田堡村杭电枢纽杭电路1号,呼兰区,127.240596,46.012568,127.240596,46.012568,identity,0.0,False,,,田堡村杭电枢纽杭电路1号,8
哈尔滨水沐城市温泉度假酒店,景点,amap,exact,B0FFK400MY,哈尔滨水沐城市温泉度假酒店,住宿服务;住宿服务相关;住宿服务相关,100000,金澜路,阿城区,126.966067,45.529661,126.966067,45.529661,identity,0.0,False,,,金澜路,5
亚布力温泉国际度假中心,景点,amap,exact,B0FFFQ94AN,亚布力温泉国际度假中心,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村,100000|080401,青云小镇内,尚志市,128.508196,44.757385,128.508196,44.757385,identity,0.0,False,,,青云小镇内,4
英杰温泉,景点,amap,exact,B0FFF0FDHD,英杰温泉,生活服务;洗浴推拿场所;洗浴推拿场所,071400,英杰村英杰风景区英杰温泉酒店1层,宾县,127.353929,45.661265,127.353929,45.661265,identity,0.0,False,,,英杰村英杰风景区英杰温泉酒店1层,10
哈利路亚教堂,景点,amap,exact,B01C30HPXL,哈利路亚教堂,风景名胜;风景名胜;教堂,110206,升永街2号,香坊区,126.695222,45.72429,126.695222,45.72429,identity,0.0,False,,,升永街2号,4
亚布力付家大院酒店,景点,amap,exact,B0FFHICIIN,亚布力付家大院酒店,住宿服务;住宿服务相关;住宿服务相关,100000,亚布力镇大青山村91号,尚志市,128.494808,44.796269,128.494808,44.796269,identity,0.0,False,,,亚布力镇大青山村91号,1
凤山水沐温泉洗浴(新华嘉园店),景点,amap,exact,B0JAMR8ADQ,凤山水沐温泉洗浴(新华嘉园店),生活服务;洗浴推拿场所;洗浴推拿场所,071400,雅臣路与建设大街交叉口东南120米,五常市,127.164992,44.916289,127.164992,44.916289,identity,0.0,False,,,雅臣路与建设大街交叉口东南120米,1
会宁公园,景点,amap,exact,B01C317FII,会宁公园,风景名胜;公园广场;公园,110101,通城街道会宁路258号,阿城区,126.985681,45.542876,126.985681,45.542876,identity,0.0,False,,,通城街道会宁路258号,10
亚布力缘雪阁滑雪温泉度假别墅,景点,amap,exact,B0JB6SEWYQ,亚布力缘雪阁滑雪温泉度假别墅,住宿服务;住宿服务相关;住宿服务相关,100000,亚布力旅游度假区青云小镇西二道街119号,尚志市,128.503123,44.760482,128.503123,44.760482,identity,0.0,False,,,亚布力旅游度假区青云小镇西二道街119号,1
兆麟公园冰灯艺术游园会(暂停开放),景点,amap,exact,B01C30K267,兆麟公园冰灯艺术游园会(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,斯大林街道斯大林街道斯大林街道森林街377号兆麟公园,道里区,126.622785,45.776757,126.622785,45.776757,identity,0.0,False,,,斯大林街道斯大林街道斯大林街道森林街377号兆麟公园,1
松花江沙滩嘉年华,景点,amap,exact,B0JD2Z9UB0,松花江沙滩嘉年华,体育休闲服务;休闲场所;游乐场,080501,九站街1-3号,道里区,126.606093,45.77766,126.606093,45.77766,identity,0.0,False,,,九站街1-3号,1
美丽岛水世界,景点,amap,exact,B0FFHD3ATR,美丽岛水世界,体育休闲服务;度假疗养场所;度假村,080401,,阿城区,126.933836,45.678654,126.933836,45.678654,identity,0.0,False,,,[],2
波塞冬沙滩水世界,景点,amap,exact,B0FFI0XHJ6,波塞冬沙滩水世界,体育休闲服务;休闲场所;水上活动中心,080505,汇江路153号,呼兰区,126.686476,45.881947,126.686476,45.881947,identity,0.0,False,,,汇江路153号,5
